pref,city,name,addr,phone,note
岡山県,倉敷市,地域子育て支援センター真備かなりや,〒710-1312 倉敷市真備町辻田261-3（真備かなりや認定こども園南側）,,086-698-7566
岡山県,倉敷市,子育てひろば「ほっとハウス」,〒710-0846 倉敷市上富井628-12,,086-489-0862
岡山県,倉敷市,子育てスペース「ピヨピヨひろば」,〒712-8046 倉敷市福田町古新田802-16,,086-450-3585
岡山県,倉敷市,子育て支援センター新田,〒710-0038 倉敷市新田2386-6,,086-424-6767
岡山県,倉敷市,小ざくら地域子育て支援センター,〒712-8062 倉敷市水島北幸町2-５,,086-476-2016
岡山県,倉敷市,玉島児童館つどいの広場,〒713-8122 倉敷市玉島中央町3-9-12,,086-526-3400
岡山県,倉敷市,竜王地域子育て支援センター,〒711-0912 倉敷市児島小川4-5-13,,086-472-6878
岡山県,倉敷市,船穂地域子育て支援センター,〒710-0261 倉敷市船穂町船穂2627-1,,086-552-5355
岡山県,倉敷市,遍照おいまつこどもひろば,〒710-0826 倉敷市老松町5-618-10,,080-7248-4025
岡山県,倉敷市,遍照地域子育て支援センター,〒710-0807 倉敷市西阿知町465-1,,086-465-1746
岡山県,備前市,うみっこ丸,〒701-3204 備前市日生町日生639番地12,,
岡山県,備前市,しずちゃん家,〒705-0036 備前市吉永町三股26番地,,
岡山県,備前市,みついし子育てひろば,〒705-0132 備前市三石54,,
岡山県,備前市,ゆうゆう舎,〒705-0021 備前市西片上1276,,
岡山県,備前市,わくわくるーむ,〒705-0001 備前市伊部1455番地,,
岡山県,備前市,備前プレーパーク！森の冒険ひみつ基地,〒705-0024 備前市久々井1390-1,,
岡山県,備前市,出張ひろば「おひさま」,〒709-0224 備前市吉永町吉永中484-1,,
岡山県,備前市,地域子育て支援センター,〒705-0021 備前市西片上1266番地,,
岡山県,備前市,子育て広場　おひさまひろば,〒701-3202 備前市日生町寒河1037-1,,
岡山県,備前市,西鶴山子育てひろば,〒705-0013 備前市福田969-1,,
岡山県,勝央町,勝央町子育て広場「ちゃお」,〒709-4334 勝田郡勝央町平242-1,,
岡山県,吉備中央町,子育てひろば「ゆう」,〒716-1241 加賀郡吉備中央町吉川1134-1,,
岡山県,和気町,和気町佐伯子育て支援センター,〒709-0511 和気郡和気町矢田305,,
岡山県,和気町,和気町子育て支援センター,〒709-0452 和気郡和気町益原681-1,,
岡山県,和気町,藤野児童館,〒709-0412 和気郡和気町藤野1725番地,,
岡山県,奈義町,ちゅくしんぼ,〒708-1323 勝田郡奈義町豊沢430,,
岡山県,岡山市,おおふくこども園地域子育て支援センター,〒701-0204 岡山市南区大福760-2,,
岡山県,岡山市,おかやまプレーパーク,〒700-0011 岡山市北区学南町3‐6‐1,,屋外型
岡山県,岡山市,おしゃべりカフェ「わ」,〒703-8236 岡山市中区国富３丁目9-12,,
岡山県,岡山市,くまの子保育園 あじさい地域子育て支援センター,〒704-8183 岡山市東区西大寺松崎302-1,,
岡山県,岡山市,こうほく子育て支援センター,〒700-0081 岡山市北区津島東2-2-20,,
岡山県,岡山市,さくら広場,〒703-8555 岡山市北区祇園866,,
岡山県,岡山市,しろばら保育園地域子育て支援センター,〒700-0945 岡山市南区新保417-1,,
岡山県,岡山市,せのおほいくえん子育て支援センター「のびのび」,〒701-0205 岡山市南区妹尾1368-1,,
岡山県,岡山市,ちとせ子育て支援センター,〒704-8175 岡山市東区益野町40,,
岡山県,岡山市,なかよし地域子育て支援センター,〒700-0033 岡山市北区島田本町1-4-41,,
岡山県,岡山市,みなん和やかサロン,〒701-0144 岡山市北区久米348,,
岡山県,岡山市,三勳子育て広場,〒703-8236 岡山市中区国富1-7-13,,
岡山県,岡山市,伊島子育て広場,〒700-0016 岡山市北区伊島町2-9-38,,
岡山県,岡山市,南方岡山中央地域子育て支援センター,〒700-0811 岡山市北区南方1-3-30,,
岡山県,岡山市,大元こども園地域子育て支援センター,〒700-0925 岡山市北区大元上町9-22,,
岡山県,岡山市,大野子育て広場,〒700-0064 岡山市北区大安寺南町2-8-23,,
岡山県,岡山市,子育てひろばすくすく東川原,〒703-8255 岡山市中区東川原188-1,,現在休止中
岡山県,岡山市,子育てひろばすくすく西大寺,〒704-8112 岡山市東区西大寺上3丁目8-41,,現在休止中
岡山県,岡山市,子育てひろばよしい川,〒704-8126 岡山市東区西大寺浜608,,
岡山県,岡山市,子育てひろばＴａｍＴａｍ大福,〒701-0204 岡山市南区大福314,,現在休止中
岡山県,岡山市,子育てひろばＴａｍＴａｍ大野辻,〒700-0975 岡山市北区今3丁目26-28,,現在休止中
岡山県,岡山市,就実子育てアカデミー事業 「親子ふれあいタイム」,〒703-8258 岡山市中区西川原1-６-1,,子育てカレッジ
岡山県,岡山市,山南子育て広場,〒704-8138 岡山市東区神崎町22-1,,
岡山県,岡山市,岡山中央子育て支援センター,〒700-0821 岡山市北区中山下2-７-45,,
岡山県,岡山市,岡山南子育て支援センター（かわい保育園）,〒702-8027 岡山市南区芳泉3-4-5,,
岡山県,岡山市,岡山市ふれあい児童館,〒702-8002 岡山市中区桑野715-2,,
岡山県,岡山市,岡山市七区児童館,〒709-1201 岡山市南区北七区61-8,,
岡山県,岡山市,岡山市三門児童センター,〒700-0044 岡山市北区三門西町6-32,,
岡山県,岡山市,岡山市久保東児童館,〒704-8103 岡山市東区河本町3,,
岡山県,岡山市,岡山市児童館ゆう遊プラザ,〒709-0861 岡山市東区瀬戸町瀬戸143-2,,
岡山県,岡山市,岡山市北ふれあい児童館,〒700-0071 岡山市北区谷万成2丁目6-33,,
岡山県,岡山市,岡山市南ふれあい児童館,〒702-8021 岡山市南区福田690-1,,
岡山県,岡山市,岡山市大井児童館,〒701-1462 岡山市北区大井2382-1,,
岡山県,岡山市,岡山市宿毛児童館,〒704-8133 岡山市東区宿毛628,,
岡山県,岡山市,岡山市富原児童館,〒701-1153 岡山市北区富原1140,,
岡山県,岡山市,岡山市平津児童館,〒701-1202 岡山市北区楢津2168,,
岡山県,岡山市,岡山市彦崎地域子育て支援センター,〒709-1213 岡山市南区彦崎2570‐１,,
岡山県,岡山市,岡山市旭東児童センター,〒703-8286 岡山市中区旭東町2-2-12,,
岡山県,岡山市,岡山市植松児童館,〒710-0151 岡山市南区植松397,,
岡山県,岡山市,岡山市浜川原児童館,〒703-8256 岡山市中区浜1丁目3-16,,
岡山県,岡山市,岡山市清輝児童センター,〒700-0863 岡山市北区新道2-20,,
岡山県,岡山市,岡山市片岡児童館,〒709-1215 岡山市南区片岡1030-4,,
岡山県,岡山市,岡山市興除児童館,〒701-0214 岡山市南区曽根347-1,,
岡山県,岡山市,岡山市藤田児童館,〒702-0221 岡山市南区藤田724-128,,
岡山県,岡山市,岡山市西ふれあい児童館,〒701-0205 岡山市南区妹尾880-1,,
岡山県,岡山市,岡山市西大寺ふれあい児童館,〒704-8116 岡山市東区西大寺中2丁目16-33,,
岡山県,岡山市,岡山市財田児童センター,〒703-8225 岡山市中区神下535,,
岡山県,岡山市,岡山市馬屋下児童館,〒701-1223 岡山市北区大窪49-5,,
岡山県,岡山市,幡多子育て広場,〒703-8233 岡山市中区高屋344‐1,,
岡山県,岡山市,平島子育て広場,〒709-0631 岡山市東区東平島1269-3,,
岡山県,岡山市,平福子育て広場,〒702-8043 岡山市南区平福2-4-7,,
岡山県,岡山市,庄内子育て広場,岡山市北区三手233－1,,
岡山県,岡山市,御南認定こども園 地域子育て支援センター『ラ・まのクラブ』,〒701-0145 岡山市北区今保247-1,,
岡山県,岡山市,御津金川地域子育て支援センター,〒709-2133 岡山市北区御津金川476,,
岡山県,岡山市,操南子育て支援センター,〒702-8005 岡山市中区江崎380-1,,
岡山県,岡山市,旭竜子育て広場,〒703-8252 岡山市中区中島50-1,,
岡山県,岡山市,白鳩保育園・白鳩子育て支援センター,〒702-8032 岡山市南区福富中二丁目223－2,,
岡山県,岡山市,第一吉備こども園子育て支援センター,〒701-0151 岡山市北区平野1071-1,,
岡山県,岡山市,第二すみれ保育園子育て支援センター,〒701-1464 岡山市北区下足守1545-1,,
岡山県,岡山市,芳田子育て広場,〒700-0953 岡山市南区西市96-1,,
岡山県,岡山市,西大寺子育て広場,〒704-8192 岡山市東区西大寺中野本町2‐25,,
岡山県,岡山市,認定こども園白ゆり子育て支援センター,〒701-1214 岡山市北区辛川市場321-1,,
岡山県,岡山市,高島だいいち子育て支援センター,〒703-8205 岡山市中区中井61-7,,
岡山県,岡山市,高島子育て広場,〒703-8203 岡山市中区国府市場164-1,,
岡山県,岡山市,鹿田子育て広場,〒700-0912 岡山市北区大供表町16-10,,
岡山県,新庄村,親子すくすく広場,〒717-0201 真庭郡新庄村2074,,
岡山県,新見市,ももっこ広場しんごう,〒719-3611 新見市神郷下神代3936,,
岡山県,新見市,哲多子育て広場,〒718-0303 新見市哲多町本郷664−1,,
岡山県,新見市,哲西子育て広場,〒719-3701 新見市哲西町矢田3604,,
岡山県,新見市,大佐子育て広場,〒719-3503 新見市大佐小阪部1482-1,,
岡山県,新見市,子育てカレッジ交流ひろば「にこたん」,〒718-0017 新見市西方1263-2,,子育てカレッジ
岡山県,早島町,かんだ子育て支援センター,〒701-0304 都窪郡早島町早島4849－1,,
岡山県,早島町,アートチャイルドケア岡山早島子育て支援センター,〒701-0303 都窪郡早島町前潟390-4,,
岡山県,早島町,早島児童館,〒701-0303 都窪郡早島町前潟370番地1,,
岡山県,津山市,つやま東幼稚園地域子育て支援センター,〒708-1125 津山市高野本郷1270-1,,
岡山県,津山市,つやま西幼稚園地域子育て支援センター,〒708-0013 津山市二宮1982‐2,,
岡山県,津山市,みどりの丘保育所地域子育て支援センター,〒708-0806 津山市大田831-4,,
岡山県,津山市,やよい保育園地域子育て支援センター,〒708-0804 津山市勝部343-2,,
岡山県,津山市,久米こども園地域子育て支援センター,〒709-4616 津山市南方中1744-1,,
岡山県,津山市,勝北風の子こども園地域子育て支援センター,〒708-1205 津山市新野東600-1,,
岡山県,津山市,子育てサロン　さくらんぼ,〒708-0006 津山市小田中1312-10,,
岡山県,津山市,津山市立中央児童館,〒708-0004 津山市山北765,,
岡山県,津山市,津山市立加茂児童館,〒709-3931 津山市加茂町中原97-1,,
岡山県,津山市,津山市立南児童館,〒708-0862 津山市横山26-2,,
岡山県,津山市,津山市立阿波児童館,〒709-3951 津山市阿波1782-1,,
岡山県,津山市,親子ひろば「すくすく」,〒708-0004 津山市山北765,,
岡山県,津山市,親子ひろば「わくわく」,〒708-8520 津山市新魚町17番地,,
岡山県,浅口市,浅口市つどいの広場　のびっ子,〒719-0243 浅口市鴨方町鴨方2244-26,,
岡山県,浅口市,聖華マイトリースクエア,〒719-0252 浅口市鴨方町六条院中2347－1,,
岡山県,瀬戸内市,あいあい保育園子育て支援センター「もりりん」,〒701-4303 瀬戸内市牛窓町鹿忍4408,,
岡山県,瀬戸内市,もかけこどもひろば,〒701-4501 瀬戸内市邑久町虫明1501,,
岡山県,瀬戸内市,牛窓ルンビニ子育て支援センター,〒701-4302 瀬戸内市牛窓町牛窓4959-5,,
岡山県,瀬戸内市,福田子育て支援センター,〒701-4241 瀬戸内市邑久町福元671-1,,
岡山県,瀬戸内市,邑久子育て支援センター,〒701-4221 瀬戸内市邑久町尾張1159-1,,
岡山県,瀬戸内市,長船ちとせこども園子育て支援センター,〒701-4264 瀬戸内市長船町土師128-1,,
岡山県,玉野市,槌ケ原地域子育て支援センター,〒706-0141 玉野市槌ケ原948,,
岡山県,玉野市,玉原地域子育て支援センター,〒706-0014 玉野市玉原2丁目7番41号,,
岡山県,玉野市,玉野市立児童館,〒706-0012 玉野市玉2丁目3番1号,,
岡山県,玉野市,築港地域子育て支援センター,〒706-0002 玉野市築港2丁目15番16号,,
岡山県,真庭市,くせ活き生きサロン,〒719-3201 真庭市久世266-2,,
岡山県,真庭市,サポートあい,〒719-3144 真庭市落合垂水938-1,,
岡山県,真庭市,中和つどいの広場,〒717-0513 真庭市蒜山下和1801,,
岡山県,真庭市,勝山つどいの広場　やまっこ,〒717-0013 真庭市勝山68番地2,,
岡山県,真庭市,北房つどいの広場　ほくぼうほたるっこ,〒716-1433 真庭市下砦部248,,
岡山県,真庭市,子育て支援拠点　ふわりん,〒719-3201 真庭市久世266-2の一部、266-16の一部,,
岡山県,真庭市,湯原つどいの広場,〒717-0403 真庭市下湯原273-1,,
岡山県,矢掛町,矢掛町子育て支援センター,〒714-1222 小田郡矢掛町西川面1376-8,,
岡山県,笠岡市,「ほっ」と居場所・ももっこ,〒714-0007 笠岡市山口1805,,令和3年5月から休止中
岡山県,笠岡市,まや子育てサポートセンター,〒714-0081 笠岡市笠岡2786-2,,
岡山県,笠岡市,わかたけ子育て支援センター,〒714-0012 笠岡市小平井2096-1,,
岡山県,笠岡市,大井児童館子育て支援拠点「おひさま」,〒714-0013 笠岡市大井南52,,
岡山県,笠岡市,子育てひろば「あおぞら」,〒714-0081 笠岡市笠岡5909,,
岡山県,笠岡市,子育て支援センターまんまる,〒714-0032 笠岡市西大島1756,,
岡山県,笠岡市,移動ひろば「あおぞら」,〒714-0087 笠岡市六番町2-5,,
岡山県,笠岡市,笠岡中央子育て支援センター,〒714-0092 笠岡市富岡277-5,,
岡山県,総社市,すみれ保育園地域子育て支援センター,〒719-1125 総社市井手979-1,,
岡山県,総社市,ちびっこ広場,〒719-1192 総社市地頭片山143-1,,Tel:0866-93-9834
岡山県,総社市,なかよし広場　こっこ,〒719-1172 総社市清音軽部666-6,,Tel:0866-92-0355
岡山県,総社市,なかよし広場　ぴよこっこ,〒719-1156 総社市門田187,,Tel:0866-31-7686
岡山県,総社市,ひかり保育園地域子育て支援センター,〒719-1123 総社市上林763-2,,
岡山県,総社市,やまて認定こども園地域子育て支援センター,〒719-1162 総社市岡谷201-3,,
岡山県,総社市,チュッピーひろば,〒719-1197 総社市窪木111,,子育てカレッジ
岡山県,総社市,太陽保育園地域子育て支援センター,〒719-1113 総社市南溝手277-1,,
岡山県,総社市,第二ひかり保育園地域子育て支援センター,〒719-1134 総社市真壁162-1,,
岡山県,美作市,子育てサロン　こっこ,〒707-0014 美作市北山401,,
岡山県,美作市,子育てサロン　さくらハウス,〒707-0045 美作市巨勢1983,,
岡山県,美作市,子育てサロン　まめっこ,〒707-0412 美作市古町1850-1,,
岡山県,美作市,美作市作東子育て支援センター,〒709-4233 美作市藤生19-1,,
岡山県,美作市,美作市勝田子育て支援センター,〒707-0113 美作市真加部20-3,,
岡山県,美作市,美作市大原子育て支援センター,〒707-0415 美作市宮本82-1,,
岡山県,美作市,美作市湯郷子育て支援センター,〒707-0062 美作市湯郷67-1,,
岡山県,美作市,美作市英田子育て支援センター,〒701-2604 美作市福本６３６番地３,,
岡山県,美咲町,中央地域子育て支援センター,〒709-3702 久米郡美咲町打穴下1766,,
岡山県,美咲町,旭地域子育て支援センター,〒709-3404 久米郡美咲町西川846,,
岡山県,美咲町,柵原地域子育て支援センター,〒708-1533 久米郡美咲町久木226,,
岡山県,美咲町,美咲町中央児童館,〒709-3717 久米郡美咲町原田1184-1,,
岡山県,美咲町,美咲町柵原児童館,〒708-1543 久米郡美咲町書副１番地,,
岡山県,西粟倉村,西粟倉村つどいの広場　Bambi,〒707-0503 英田郡西粟倉村影石4番地,,
岡山県,赤磐市,あすなろ子育て支援エンター,〒709-0721 赤磐市桜が丘西３－１４－１９,,
岡山県,赤磐市,さくらが丘子育て支援センター,〒709-0721 赤磐市桜が丘東6丁目6-722,,
岡山県,赤磐市,とよた保育園「のはら」,〒709-0802 赤磐市松木549,,
岡山県,赤磐市,吉井子育て支援センター,〒701-2503 赤磐市周匝1549,,
岡山県,赤磐市,子育て支援センターチャルラル,〒701-2222 赤磐市町苅田324　陽なたぼっこ,,
岡山県,赤磐市,山陽児童館子育て支援センター,〒709-0826 赤磐市和田12-2,,
岡山県,里庄町,子育てひろば　げんキッズ,〒719-0398 浅口郡里庄町里見1107-2,,
岡山県,鏡野町,鏡野町子育て支援センター「すまいる」,〒708-0324 苫田郡鏡野町竹田177番地,,
岡山県,高梁市,高梁市子育て支援センター（ゆう・ゆうひろば）,〒716-0018 高梁市伊賀町8　順正高等看護福祉専門学校2号棟,,子育てカレッジ
岡山県,高梁市,高梁市立川上児童館（子供の城遊豊）,〒716-0201 高梁市川上町地頭1365,,
岡山県,高梁市,高梁市落合児童館,〒716-0061 高梁市落合町阿部1287-2,,
